date,ticker,agg_sent,agg_news,n_sent,n_news,sent_lo,sent_hi,news_lo,news_hi,low_n,combined,agg_earnings,actual_ret,momentum,window,ret_resid,sig_resid
2026-02-12,BRITANNIA.NS,0.8159,0.273,15,13,0.6318,0.8848,-0.1737,0.6437,False,0.54445,0.0752,-0.0199115044247787,0.039434460437782,feb-A,-0.007227341227201,0.6296447916666666
2026-02-12,EICHERMOT.NS,0.1598,-0.1529,14,10,-0.5996,0.8153,-0.4921,0.1575,False,0.0034499999999999,0.2629,0.0153594359813671,0.1017407587211318,feb-A,0.0280435991789448,0.0886447916666666
2026-02-12,HEROMOTOCO.NS,0.4867,-0.1994,11,6,-0.204,0.8071,-0.8511,0.641,False,0.14365,0.2244,-0.0259898831327403,0.0136566531690109,feb-A,-0.0133057199351626,0.2288447916666666
2026-02-12,BAJAJ-AUTO.NS,-0.2808,-0.3286,10,6,-0.6949,0.4758,-0.8511,0.3239,False,-0.3046999999999999,0.3021,-0.0081300698457568,0.0200061921068295,feb-A,0.0045540933518208,-0.2195052083333333
2026-02-12,DIVISLAB.NS,-0.3973,0.078,13,10,-0.8485,0.4214,-0.3707,0.515,False,-0.15965,0.2323,-0.0026677445432498,0.0070829601888788,feb-A,0.0100164186543279,-0.0744552083333333
2026-02-12,TECHM.NS,-0.5417,-0.3239,10,6,-0.7969,0.0864,-0.8511,0.1778,False,-0.4327999999999999,0.1966,-0.0014317006422156,-0.0665775597356305,feb-A,0.011252462555362,-0.3476052083333333
2026-02-12,INDUSINDBK.NS,-0.024,-0.2751,11,7,-0.7384,0.5988,-0.746,0.1547,False,-0.14955,0.1565,0.0036306226743452,0.0090769767840801,feb-A,0.0163147858719229,-0.0643552083333333
2026-02-12,APOLLOHOSP.NS,0.7395,0.1372,12,9,0.0909,0.86,-0.4254,0.6193,False,0.43835,0.0958,0.0004642852209368,0.0585509906039996,feb-A,0.0131484484185145,0.5235447916666667
2026-02-12,TATACONSUM.NS,0.4264,-0.2449,11,8,-0.2797,0.7926,-0.6969,0.2156,False,0.09075,0.0885,-0.0148786421519897,-0.0057098851388028,feb-A,-0.002194478954412,0.1759447916666666
2026-02-12,SBILIFE.NS,-0.0957,-0.4103,8,5,-0.67,0.5279,-1.0,0.4103,False,-0.253,0.2375,0.005983841903977,0.0021310519722363,feb-A,0.0186680051015547,-0.1678052083333333
2026-02-12,HDFCLIFE.NS,0.2222,-0.3311,9,6,-0.5246,0.6996,-0.8511,0.3138,False,-0.05445,0.0963,-0.0083962472942079,-0.0249756650787313,feb-A,0.0042879159033697,0.0307447916666666
2026-02-12,SHRIRAMFIN.NS,-0.1032,-0.2647,11,8,-0.7155,0.2992,-0.7472,0.2534,False,-0.18395,0.073,-0.0157000362332809,0.0915323072864162,feb-A,-0.0030158730357032,-0.0987552083333333
2026-02-12,BPCL.NS,0.234,-0.138,9,6,-0.5324,0.6921,-0.8511,0.5594,False,0.048,,-0.0095313899580768,-0.0113858807091357,feb-A,0.0031527732395008,0.1331947916666666
2026-02-28,RELIANCE.NS,0.7587,-0.2268,5,4,0.3872,0.844,-0.7101,0.0,True,0.26595,0.1171,-0.0257551373906458,-0.0179653714624694,feb-B,-0.0144048518578865,0.3455552083333333
2026-02-28,TCS.NS,0.8032,0.0897,4,4,0.1776,0.8975,-0.5808,0.6796,True,0.44645,0.1822,-0.0090619738242796,-0.0181669450973401,feb-B,0.0022883117084796,0.5260552083333333
2026-02-28,HDFCBANK.NS,-0.8903,-0.771,6,6,-0.949,-0.7107,-1.0,-0.3506,False,-0.83065,0.0503,-0.0094058349290332,-0.0264297196474713,feb-B,0.001944450603726,-0.7510447916666667
2026-02-28,INFY.NS,-0.677,-0.316,8,8,-0.8873,-0.2186,-0.7701,0.1433,False,-0.4965,0.0666,-0.0086147191628603,-0.0392402714943386,feb-B,0.0027355663698988,-0.4168947916666667
2026-02-28,ICICIBANK.NS,-0.5176,-0.4495,3,2,-0.898,0.9246,-1.0,0.0,True,-0.48355,0.0726,-0.0035535748258069,-0.0111867877991663,feb-B,0.0077967107069522,-0.4039447916666666
2026-02-28,HINDUNILVR.NS,0.1776,-0.4495,2,2,-0.898,0.9246,-1.0,0.0,True,-0.13595,0.2129,-0.0074846839704583,0.0101965585602576,feb-B,0.0038656015623009,-0.0563447916666666
2026-02-28,ITC.NS,-0.3235,-0.0454,7,7,-0.8811,0.8856,-0.2789,0.1652,False,-0.18445,,0.0041453424975779,-0.0409785789651999,feb-B,0.0154956280303371,-0.1048447916666666
2026-02-28,SBIN.NS,0.8235,-0.2206,3,3,-0.898,0.9246,-1.0,0.0,True,0.30145,0.2144,-0.0098193148041116,-0.0118411195537578,feb-B,0.0015309707286475,0.3810552083333333
2026-02-28,BHARTIARTL.NS,-0.9327,-0.0446,6,6,-0.9604,-0.7747,-0.664,0.4461,False,-0.48865,0.0722,-0.0032459413067401,-0.0496105868184189,feb-B,0.008104344226019,-0.4090447916666666
2026-02-28,KOTAKBANK.NS,0.8622,-0.2112,4,4,0.1776,0.9275,-0.7101,0.0,True,0.3255,0.1824,-0.0050578180196885,-0.0145959269191833,feb-B,0.0062924675130707,0.4051052083333333
2026-02-28,LT.NS,0.4512,-0.1079,8,7,-0.3531,0.8982,-0.3692,0.0,False,0.17165,0.0702,-0.0494588983434182,-0.0233529839930244,feb-B,-0.0381086128106589,0.2512552083333333
2026-02-28,AXISBANK.NS,0.6951,-0.1512,5,5,-0.0053,0.9176,-0.5449,0.0,False,0.27195,0.0562,-0.0083820907444878,0.0114009903012852,feb-B,0.0029681947882714,0.3515552083333333
2026-02-28,BAJFINANCE.NS,-0.6211,-0.6825,3,3,-0.9621,0.9246,-1.0,0.0,True,-0.6517999999999999,0.0318,-0.0177226869980717,-0.0332944364041132,feb-B,-0.0063724014653125,-0.5721947916666666
2026-02-28,ASIANPAINT.NS,-0.887,-0.7394,4,3,-0.9409,0.1776,-1.0,0.0,True,-0.8131999999999999,0.1491,-0.0290800303735055,-0.0213747469181648,feb-B,-0.0177297448407463,-0.7335947916666666
2026-02-28,MARUTI.NS,-0.4223,-0.1604,6,4,-0.9192,0.8838,-0.6632,0.0,True,-0.29135,,-0.031567611227031,-0.0080122855044401,feb-B,-0.0202173256942717,-0.2117447916666666
2026-02-28,HCLTECH.NS,-0.208,-0.3256,8,7,-0.9255,0.5118,-0.9054,0.374,False,-0.2668,0.1974,-0.0130299469627628,-0.0329969124637441,feb-B,-0.0016796614300035,-0.1871947916666666
2026-02-28,SUNPHARMA.NS,0.8421,-0.1973,3,3,-0.898,0.9246,-1.0,0.0,True,0.3223999999999999,0.1545,0.008923431203224,0.0073068750913634,feb-B,0.0202737167359832,0.4020052083333333
2026-02-28,TITAN.NS,0.7306,-0.2439,3,3,-0.898,0.9246,-1.0,0.0,True,0.24335,-0.0138,-0.0132178383160023,0.0215041308082954,feb-B,-0.001867552783243,0.3229552083333333
2026-02-28,WIPRO.NS,-0.8634,-0.7676,3,3,-0.919,0.9246,-1.0,0.0,True,-0.8154999999999999,0.0717,-0.0118929105782296,-0.0424091959906597,feb-B,-0.0005426250454703,-0.7358947916666666
2026-02-28,ULTRACEMCO.NS,0.2192,-0.2187,5,4,-0.7318,0.8694,-0.7101,0.0,True,0.00025,0.068,-0.0123057505719018,-0.0069716434278552,feb-B,-0.0009554650391426,0.0798552083333333
2026-02-28,NESTLEIND.NS,-0.273,-0.5064,4,4,-0.5971,0.9172,-1.0,0.0,True,-0.3897,,-0.0092900831877504,-0.0016232010952172,feb-B,0.0020602023450087,-0.3100947916666666
2026-02-28,ONGC.NS,0.5375,-0.0202,4,4,0.1113,0.7214,-0.7101,0.6912,True,0.25865,,0.0089381476256409,0.0037682337468019,feb-B,0.0202884331584001,0.3382552083333333
2026-02-28,NTPC.NS,-0.8013,-0.4495,3,2,-0.898,0.9246,-1.0,0.0,True,-0.6254,0.1904,-0.0113904325033707,0.0239978050583486,feb-B,-4.014697061153344e-05,-0.5457947916666667
2026-02-28,POWERGRID.NS,-0.7377,-0.2883,3,3,-0.898,0.9246,-1.0,0.0,True,-0.513,0.1613,-0.0061945626697613,-0.0010035735015762,feb-B,0.0051557228629978,-0.4333947916666666
2026-02-28,M&M.NS,-0.5434,-0.6732,3,3,-0.9313,0.9246,-1.0,0.0,True,-0.6083000000000001,0.0959,-0.0185729838492355,-0.0045124666737106,feb-B,-0.0072226983164762,-0.5286947916666668
2026-02-28,TATASTEEL.NS,0.1776,-0.4495,2,2,-0.898,0.9246,-1.0,0.0,True,-0.13595,0.1605,-0.0062167716999878,0.019053580698048,feb-B,0.0051335138327714,-0.0563447916666666
2026-02-28,JSWSTEEL.NS,0.8566,-0.205,3,3,-0.898,0.9246,-1.0,0.0,True,0.3258,,0.0020559008117622,0.0233855811635184,feb-B,0.0134061863445214,0.4054052083333334
2026-02-28,ADANIENT.NS,0.6621,-0.2668,3,3,-0.898,0.9246,-1.0,0.0,True,0.19765,0.0046,-0.0172078696828391,0.0004627723704775,feb-B,-0.0058575841500798,0.2772552083333333
2026-02-28,ADANIPORTS.NS,0.8448,-0.2206,3,3,-0.898,0.9345,-1.0,0.0,True,0.3121,0.0705,-0.0333333064683818,0.0062851153866148,feb-B,-0.0219830209356225,0.3917052083333333
2026-02-28,COALINDIA.NS,0.1776,-0.4495,2,2,-0.898,0.9246,-1.0,0.0,True,-0.13595,,-0.010217099637396,0.0167630889107381,feb-B,0.0011331858953632,-0.0563447916666666
2026-02-28,BAJAJFINSV.NS,0.1776,-0.4495,2,2,-0.898,0.9246,-1.0,0.0,True,-0.13595,0.0383,-0.0258352560295256,-0.0316249577779633,feb-B,-0.0144849704967663,-0.0563447916666666
2026-02-28,GRASIM.NS,0.8276,-0.2128,3,3,-0.1351,0.9246,-1.0,0.0,True,0.3074,0.2595,-0.0080362881661558,-0.0116492514230404,feb-B,0.0033139973666033,0.3870052083333333
2026-02-28,HINDALCO.NS,0.2478,-0.305,4,6,-0.9481,0.8777,-0.7534,0.0,True,-0.0286,0.132,0.016545893361082,-0.0117559045169342,feb-B,0.0278961788938412,0.0510052083333333
2026-02-28,DRREDDY.NS,0.8753,-0.1897,3,3,-0.898,0.9246,-1.0,0.0,True,0.3428,0.0174,0.006297112087741,0.0046079539999714,feb-B,0.0176473976205003,0.4224052083333333
2026-02-28,CIPLA.NS,-0.3082,-0.7931,4,4,-0.956,0.6979,-1.0,-0.3831,True,-0.55065,0.0904,0.002521887846089,0.0052941052707593,feb-B,0.0138721733788483,-0.4710447916666666
2026-02-28,BRITANNIA.NS,0.1776,-0.4495,2,2,-0.898,0.9246,-1.0,0.0,True,-0.13595,0.0588,-0.0072469804248229,-0.0157415757973271,feb-B,0.0041033051079362,-0.0563447916666666
2026-02-28,EICHERMOT.NS,0.8532,-0.4495,3,2,-0.898,0.9259,-1.0,0.0,True,0.2018499999999999,0.2054,-0.023032270145434,0.0093240093240092,feb-B,-0.0116819846126748,0.2814552083333333
2026-02-28,HEROMOTOCO.NS,0.8386,0.0473,5,5,0.6326,0.9205,-0.4788,0.5499,False,0.44295,0.1754,-0.0207530647985989,0.0448307410795973,feb-B,-0.0094027792658396,0.5225552083333334
2026-02-28,BAJAJ-AUTO.NS,-0.2559,-0.4344,5,5,-0.9114,0.8861,-0.8685,0.0,False,-0.34515,0.2361,-0.0197041346081278,0.0168756942340704,feb-B,-0.0083538490753685,-0.2655447916666666
2026-02-28,DIVISLAB.NS,0.1776,-0.4495,2,2,-0.898,0.9246,-1.0,0.0,True,-0.13595,0.1816,-0.0007802137785752,0.0186774757590209,feb-B,0.0105700717541839,-0.0563447916666666
2026-02-28,TECHM.NS,-0.9196,-0.5224,4,4,-0.9589,0.1776,-1.0,0.0,True,-0.721,0.1536,-0.0091324377435135,-0.0680211228809565,feb-B,0.0022178477892456,-0.6413947916666667
2026-02-28,INDUSINDBK.NS,0.8346,0.2796,4,4,0.1776,0.9069,-0.6632,0.8484,True,0.5571,0.1223,-0.0148941729814475,0.0331515713100949,feb-B,-0.0035438874486883,0.6367052083333333
2026-02-28,APOLLOHOSP.NS,0.1776,-0.4495,2,2,-0.898,0.9246,-1.0,0.0,True,-0.13595,0.0749,-0.0038355814102154,0.0270500952005776,feb-B,0.0075147041225438,-0.0563447916666666
2026-02-28,TATACONSUM.NS,0.675,-0.172,4,4,-0.3069,0.8625,-0.6375,0.0,True,0.2515,0.0692,-0.0138475487892295,-0.0131464503689636,feb-B,-0.0024972632564702,0.3311052083333334
2026-02-28,SBILIFE.NS,0.6096,-0.1851,6,5,-0.0843,0.8566,-0.5908,0.0,False,0.21225,0.1857,-0.0024543407593197,-0.0205769305134915,feb-B,0.0088959447734395,0.2918552083333333
2026-02-28,HDFCLIFE.NS,0.5265,-0.1663,5,4,-0.727,0.9043,-0.6476,0.0,True,0.1800999999999999,0.0753,-0.0111840763880141,-0.0183216703973938,feb-B,0.0001662091447451,0.2597052083333333
2026-02-28,SHRIRAMFIN.NS,0.3214,-0.4495,3,2,-0.898,0.9246,-1.0,0.0,True,-0.06405,0.0571,-0.0249212746022169,0.0189747707537384,feb-B,-0.0135709890694576,0.0155552083333333
2026-02-28,BPCL.NS,0.8258,-0.1062,6,7,0.5544,0.8906,-0.4352,0.0,False,0.3598,,-0.0275039083326055,0.0521430705433461,feb-B,-0.0161536227998462,0.4394052083333333
2026-03-12,RELIANCE.NS,-0.4753,-0.3585,5,5,-0.959,0.864,-0.799,0.0,False,-0.4169,0.0973,-0.0082602703055288,0.0020151670202837,mar-A,0.0129979066730825,0.0585010416666665
2026-03-12,TCS.NS,-0.5843,-0.2414,3,2,-0.9419,0.8905,-1.0,0.0,True,-0.41285,0.1515,-0.0130608792755676,-0.0528928768138053,mar-A,0.0081972977030437,0.0625510416666665
2026-03-12,HDFCBANK.NS,-0.7562,-1.0,1,1,-0.7562,-0.7562,-1.0,-1.0,True,-0.8781,0.0418,-0.018913204329647,-0.0512674319652456,mar-A,0.0023449726489643,-0.4026989583333334
2026-03-12,INFY.NS,0.6393,-1.0,2,2,-0.7562,0.9051,-1.0,-1.0,True,-0.18035,0.0554,-0.0138252984123133,-0.0306325233717694,mar-A,0.007432878566298,0.2950510416666665
2026-03-12,ICICIBANK.NS,-0.1867,-0.3849,7,6,-0.9117,0.4603,-1.0,0.3855,False,-0.2858,0.0604,-0.0092380190855704,-0.0671036956571975,mar-A,0.0120201578930409,0.1896010416666665
2026-03-12,HINDUNILVR.NS,-0.7392,-0.7551,5,4,-0.9434,0.228,-1.0,-0.2285,True,-0.74715,0.177,0.0108101819712811,-0.0523726367988894,mar-A,0.0320683589498925,-0.2717489583333334
2026-03-12,ITC.NS,-0.0881,-1.0,3,3,-0.9481,0.8037,-1.0,-1.0,True,-0.54405,,-0.0087142115500311,-0.0237559839815275,mar-A,0.0125439654285802,-0.0686489583333334
2026-03-12,SBIN.NS,-0.9053,-1.0,3,2,-0.9501,-0.7562,-1.0,-1.0,True,-0.95265,0.1782,-0.0352008169890294,-0.0720821743950002,mar-A,-0.013942640010418,-0.4772489583333334
2026-03-12,BHARTIARTL.NS,-0.7562,-1.0,1,2,-0.7562,-0.7562,-1.0,-1.0,True,-0.8781,0.06,0.0011658110969927,-0.0554273472322365,mar-A,0.0224239880756041,-0.4026989583333334
2026-03-12,KOTAKBANK.NS,-0.9506,-1.0,2,2,-0.959,-0.7562,-1.0,-1.0,True,-0.9753,0.1516,-0.0225152730197115,-0.0785661697988207,mar-A,-0.0012570960411001,-0.4998989583333335
2026-03-12,LT.NS,0.2112,-0.3878,4,2,-0.9156,0.8977,-1.0,0.0,True,-0.0882999999999999,0.0583,-0.0754133912347835,-0.0790353072464332,mar-A,-0.0541552142561721,0.3871010416666666
2026-03-12,AXISBANK.NS,-0.9412,-0.5793,6,5,-0.9559,-0.9176,-1.0,-0.0942,False,-0.7602500000000001,0.0467,-0.0301336177981976,-0.0849455026757114,mar-A,-0.0088754408195862,-0.2848489583333335
2026-03-12,BAJFINANCE.NS,-0.7527,-0.3566,3,2,-0.9624,-0.6824,-1.0,0.0,True,-0.55465,0.0264,-0.0093268312138508,-0.1031795992405359,mar-A,0.0119313457647605,-0.0792489583333334
2026-03-12,ASIANPAINT.NS,-0.8008,-0.0968,6,6,-0.9117,-0.6851,-0.3646,0.0,False,-0.4488,0.1239,-0.0109849698091272,-0.0291110217220741,mar-A,0.0102732071694841,0.0266010416666666
2026-03-12,MARUTI.NS,-0.5833,-0.4802,2,2,-0.7562,-0.566,-1.0,0.0,True,-0.5317500000000001,,-0.0322803781415724,-0.0973985431841831,mar-A,-0.011022201162961,-0.0563489583333334
2026-03-12,HCLTECH.NS,0.1964,-1.0,2,1,-0.7562,0.5012,-1.0,-1.0,True,-0.4018,0.1641,-0.0240777336521517,0.0029540426919025,mar-A,-0.0028195566735403,0.0736010416666665
2026-03-12,SUNPHARMA.NS,0.1807,-0.1239,4,4,-0.9137,0.8446,-0.5651,0.0,True,0.0284,0.1284,-0.0129842067650211,0.0228635745744605,mar-A,0.0082739702135902,0.5038010416666666
2026-03-12,TITAN.NS,-0.6194,-1.0,2,1,-0.7562,-0.602,-1.0,-1.0,True,-0.8097,-0.0115,-0.0136575322429851,-0.0340569075141538,mar-A,0.0076006447356262,-0.3342989583333334
2026-03-12,WIPRO.NS,-0.9361,-0.4599,3,3,-0.9528,-0.7562,-1.0,0.0,True,-0.698,0.0596,-0.0243444413091168,0.0349039354389755,mar-A,-0.0030862643305054,-0.2225989583333333
2026-03-12,ULTRACEMCO.NS,0.2434,0.2451,2,2,-0.7562,0.3341,-1.0,1.0,True,0.24425,0.0565,-0.042654883217603,-0.0975748697916666,mar-A,-0.0213967062389916,0.7196510416666666
2026-03-12,NESTLEIND.NS,-0.7562,-1.0,1,1,-0.7562,-0.7562,-1.0,-1.0,True,-0.8781,,-0.0152359902623732,-0.0240626548872574,mar-A,0.0060221867162381,-0.4026989583333334
2026-03-12,ONGC.NS,-0.8892,-1.0,2,2,-0.9181,-0.7562,-1.0,-1.0,True,-0.9446,,-0.0238402586600329,-0.0209879434863275,mar-A,-0.0025820816814215,-0.4691989583333334
2026-03-12,NTPC.NS,0.6764,-1.0,2,1,-0.7562,0.791,-1.0,-1.0,True,-0.1618,0.1583,-0.0156189368239619,0.0330644105372788,mar-A,0.0056392401546494,0.3136010416666666
2026-03-12,POWERGRID.NS,0.8511,-0.217,2,2,-0.7562,0.8993,-1.0,0.0,True,0.31705,0.1341,-0.0087285699710455,0.0138587200778446,mar-A,0.0125296070075658,0.7924510416666666
2026-03-12,M&M.NS,-0.7562,-1.0,1,1,-0.7562,-0.7562,-1.0,-1.0,True,-0.8781,0.0797,-0.0330231773317778,-0.0946236704982452,mar-A,-0.0117650003531664,-0.4026989583333334
2026-03-12,TATASTEEL.NS,-0.8117,-0.2317,3,3,-0.9512,-0.5967,-1.0,0.0,True,-0.5216999999999999,0.1334,-0.051480908234144,-0.0353991426013102,mar-A,-0.0302227312555326,-0.0462989583333333
2026-03-12,JSWSTEEL.NS,-0.7562,-1.0,1,1,-0.7562,-0.7562,-1.0,-1.0,True,-0.8781,,-0.0454544839395711,-0.0604919489438781,mar-A,-0.0241963069609597,-0.4026989583333334
2026-03-12,ADANIENT.NS,-0.7562,-1.0,1,1,-0.7562,-0.7562,-1.0,-1.0,True,-0.8781,0.0038,-0.0204295673033224,-0.0417385131464298,mar-A,0.0008286096752889,-0.4026989583333334
2026-03-12,ADANIPORTS.NS,0.191,-0.42,6,5,-0.6934,0.7209,-0.849,0.0,False,-0.1144999999999999,0.0586,-0.0203377965996577,-0.0719002642526359,mar-A,0.0009203803789536,0.3609010416666666
2026-03-12,COALINDIA.NS,0.8574,-0.5696,3,3,-0.7562,0.9013,-1.0,0.0,True,0.1439,,-0.0065943545272642,0.0460614430088295,mar-A,0.0146638224513471,0.6193010416666667
2026-03-12,BAJAJFINSV.NS,-0.7562,-1.0,1,1,-0.7562,-0.7562,-1.0,-1.0,True,-0.8781,0.0319,-0.0185227286670967,-0.0737524826858482,mar-A,0.0027354483115146,-0.4026989583333334
2026-03-12,GRASIM.NS,-0.769,-1.0,3,3,-0.8968,-0.6901,-1.0,-1.0,True,-0.8845000000000001,0.2157,-0.0390931862565209,-0.0187217789991928,mar-A,-0.0178350092779095,-0.4090989583333335
2026-03-12,HINDALCO.NS,0.7745,-1.0,3,3,-0.7562,0.9172,-1.0,-1.0,True,-0.11275,0.1097,-0.0615622709018109,0.01549818064169,mar-A,-0.0403040939231996,0.3626510416666665
2026-03-12,DRREDDY.NS,-0.7562,-1.0,1,1,-0.7562,-0.7562,-1.0,-1.0,True,-0.8781,0.0145,-0.0202425710173427,0.0041872858774267,mar-A,0.0010156059612686,-0.4026989583333334
2026-03-12,CIPLA.NS,-0.9022,-0.3254,3,2,-0.936,-0.7562,-1.0,0.0,True,-0.6138,0.0751,-0.007249180881545,-0.0015832041942324,mar-A,0.0140089960970663,-0.1383989583333334
2026-03-12,BRITANNIA.NS,-0.8785,-0.3254,3,2,-0.9603,-0.7548,-1.0,0.0,True,-0.60195,0.0489,0.0037152237774322,-0.0295153446251886,mar-A,0.0249734007560436,-0.1265489583333334
2026-03-12,EICHERMOT.NS,0.8067,-0.2667,2,2,-0.7562,0.8918,-1.0,0.0,True,0.27,0.1708,-0.0336176618163572,-0.1005157962604771,mar-A,-0.0123594848377458,0.7454010416666665
2026-03-12,HEROMOTOCO.NS,-0.032,-1.0,3,2,-0.9465,0.9097,-1.0,-1.0,True,-0.516,0.1458,-0.0349429974974511,-0.0347141451194417,mar-A,-0.0136848205188397,-0.0405989583333334
2026-03-12,BAJAJ-AUTO.NS,-0.7562,-1.0,1,1,-0.7562,-0.7562,-1.0,-1.0,True,-0.8781,0.1963,-0.0313249930877463,-0.0655311926416467,mar-A,-0.0100668161091349,-0.4026989583333334
2026-03-12,DIVISLAB.NS,0.1824,-0.229,3,2,-0.9338,0.9155,-1.0,0.0,True,-0.0233,0.1509,-0.033588029290035,-0.0129625265142587,mar-A,-0.0123298523114236,0.4521010416666666
2026-03-12,TECHM.NS,0.8557,0.2046,3,3,-0.7562,0.9075,-1.0,1.0,True,0.53015,0.1277,-0.0125944579826909,0.0123753089295259,mar-A,0.0086637189959204,1.0055510416666666
2026-03-12,INDUSINDBK.NS,-0.7562,0.0397,1,2,-0.7562,-0.7562,-1.0,1.0,True,-0.35825,0.1017,-0.0203884665539667,-0.1129428459692668,mar-A,0.0008697104246446,0.1171510416666665
2026-03-12,APOLLOHOSP.NS,-0.7562,-1.0,1,1,-0.7562,-0.7562,-1.0,-1.0,True,-0.8781,0.0622,-0.0032345369331309,-0.0257877813504823,mar-A,0.0180236400454804,-0.4026989583333334
2026-03-12,TATACONSUM.NS,-0.9516,-0.217,2,2,-0.9575,-0.7562,-1.0,0.0,True,-0.5843,0.0575,0.0243901019796948,-0.0547760447329723,mar-A,0.0456482789583062,-0.1088989583333334
2026-03-12,SBILIFE.NS,0.4333,-1.0,2,1,-0.7562,0.814,-1.0,-1.0,True,-0.28335,0.1543,-0.0180468183765102,-0.0014930249977358,mar-A,0.0032113586021011,0.1920510416666666
2026-03-12,HDFCLIFE.NS,-0.9136,-0.3104,3,2,-0.9625,-0.7562,-1.0,0.0,True,-0.612,0.0626,-0.0308967054929257,-0.0564079782286629,mar-A,-0.0096385285143143,-0.1365989583333334
2026-03-12,SHRIRAMFIN.NS,-0.1691,-0.6154,2,2,-0.7562,0.0993,-1.0,0.0,True,-0.39225,0.0474,-0.0272365774118915,-0.0075036544763107,mar-A,-0.0059784004332801,0.0831510416666665
2026-03-12,BPCL.NS,-0.1699,0.0926,6,5,-0.7914,0.5712,-0.4548,0.7539,False,-0.03865,,-0.0216026296267654,-0.0943527110423664,mar-A,-0.000344452648154,0.4367510416666665
2026-03-28,RELIANCE.NS,-0.6236,-0.1999,5,5,-0.958,0.123,-0.6733,0.0,False,-0.41175,0.076,-0.0031154912270375,-0.0265020449745626,mar-B,0.0161565386966544,-0.3538885416666666
2026-03-28,TCS.NS,0.2357,-0.6721,7,7,-0.8041,0.8344,-0.9444,-0.2322,False,-0.2182,0.1184,-0.0129300311710731,0.0143463781783557,mar-B,0.0063419987526188,-0.1603385416666667
2026-03-28,HDFCBANK.NS,-0.8864,-0.4427,7,6,-0.9505,-0.6249,-0.9451,-0.0528,False,-0.66455,0.0327,-0.0325972321295097,-0.0526183974572733,mar-B,-0.0133252022058177,-0.6066885416666666
2026-03-28,INFY.NS,0.8374,-0.073,6,5,0.7242,0.9146,-0.3352,0.0,False,0.3822,0.0433,-0.0150429178858411,0.040055605458676,mar-B,0.0042291120378508,0.4400614583333334
2026-03-28,ICICIBANK.NS,-0.7546,-0.217,3,2,-0.952,0.5208,-1.0,0.0,True,-0.4858,0.0472,-0.0226130842194099,-0.013038898549032,mar-B,-0.003341054295718,-0.4279385416666666
2026-03-28,HINDUNILVR.NS,-0.2621,0.3632,2,4,-0.8302,0.5208,-0.4105,1.0,True,0.05055,0.1383,-0.0092556496484978,-0.0013961859192512,mar-B,0.010016380275194,0.1084114583333333
2026-03-28,ITC.NS,-0.3816,0.6486,4,4,-0.9543,0.806,-0.5381,1.0,True,0.1334999999999999,,-0.0237529926198531,-0.0110737635142499,mar-B,-0.0044809626961612,0.1913614583333333
2026-03-28,SBIN.NS,0.8229,-0.2151,2,3,0.5208,0.9143,-1.0,0.0,True,0.3038999999999999,0.1393,-0.0393329683429226,-0.0280293737927923,mar-B,-0.0200609384192306,0.3617614583333333
2026-03-28,BHARTIARTL.NS,0.8006,0.0469,3,3,0.5208,0.8692,-1.0,1.0,True,0.4237499999999999,0.0469,-0.0333532182795772,0.0092501501992678,mar-B,-0.0140811883558852,0.4816114583333333
2026-03-28,KOTAKBANK.NS,0.1564,-0.1251,4,3,-0.747,0.8559,-1.0,0.0,True,0.01565,0.1185,-0.034821794927039,-0.0054325683367044,mar-B,-0.015549765003347,0.0735114583333333
2026-03-28,LT.NS,0.2992,0.0913,6,5,-0.5364,0.8786,-0.2849,0.4989,False,0.19525,0.0456,-0.0168345582701774,0.03773476153592,mar-B,0.0024374716535145,0.2531114583333333
2026-03-28,AXISBANK.NS,-0.4013,-1.0,2,1,-0.9633,0.5208,-1.0,-1.0,True,-0.70065,0.0365,-0.0364254099919801,-0.0014913411997721,mar-B,-0.0171533800682882,-0.6427885416666667
2026-03-28,BAJFINANCE.NS,-0.8399,-0.0659,5,5,-0.9327,-0.6013,-0.303,0.0,False,-0.4528999999999999,0.0207,-0.0500711076217345,0.0139389274402601,mar-B,-0.0307990776980425,-0.3950385416666666
2026-03-28,ASIANPAINT.NS,0.0819,-0.3455,3,2,-0.6786,0.7864,-1.0,0.0,True,-0.1317999999999999,0.0969,-0.0191175760209939,0.0097895185911294,mar-B,0.000154453902698,-0.0739385416666666
2026-03-28,MARUTI.NS,0.857,-0.1367,4,3,0.6987,0.9186,-1.0,0.0,True,0.3601499999999999,,-0.0066994914843813,-0.0166679895229779,mar-B,0.0125725384393106,0.4180114583333333
2026-03-28,HCLTECH.NS,0.2242,-1.0,4,3,-0.7009,0.8078,-1.0,-1.0,True,-0.3879,0.1282,-0.016710647814451,0.040097511521524,mar-B,0.0025613821092408,-0.3300385416666667
2026-03-28,SUNPHARMA.NS,0.5639,-0.4118,2,2,0.5208,0.5725,-1.0,0.0,True,0.0760499999999999,0.1004,-0.0202943939058491,0.0282045118569642,mar-B,-0.0010223639821572,0.1339114583333333
2026-03-28,TITAN.NS,0.0639,0.0659,5,4,-0.6974,0.8168,-0.5796,0.6632,True,0.0649,-0.009,-0.007559989364875,-0.0139676326079835,mar-B,0.0117120405588169,0.1227614583333333
