date,ticker,agg_sent,agg_news,n_sent,n_news,sent_lo,sent_hi,news_lo,news_hi,low_n,combined,agg_earnings,actual_ret,momentum,window,ret_resid,sig_resid
2026-01-12,AXISBANK.NS,-0.0395,-0.1408,7,6,-0.7141,0.7654,-0.6336,0.3483,False,-0.09015,0.116,0.0193063087419094,-0.0090216963880366,jan-A,0.0221370276715295,0.0630125
2026-01-12,BAJFINANCE.NS,-0.5005,0.0616,8,8,-0.8851,0.191,-0.4439,0.5596,False,-0.2194499999999999,,-0.0062506692451171,-0.0274329252474456,jan-A,-0.003419950315497,-0.0662874999999999
2026-01-12,ASIANPAINT.NS,-0.351,-0.1408,7,6,-0.8145,0.3749,-0.6044,0.3834,False,-0.2459,,-0.0284836004594608,0.0286971593390334,jan-A,-0.0256528815298407,-0.0927375
2026-01-12,MARUTI.NS,0.0598,-0.1147,7,7,-0.7273,0.7989,-0.5198,0.3417,False,-0.02745,,-0.0259317332046797,-0.033401340716992,jan-A,-0.0231010142750596,0.1257125
2026-01-12,HCLTECH.NS,0.3519,0.1839,9,8,-0.3846,0.7628,-0.3778,0.7125,False,0.2679,0.4071,0.0005397525944832,0.0373226341423567,jan-A,0.0033704715241033,0.4210625
2026-01-12,SUNPHARMA.NS,0.1761,-0.1408,7,6,-0.7065,0.8106,-0.6074,0.3896,False,0.01765,,-0.0203340819074718,0.0041065988844877,jan-A,-0.0175033629778517,0.1708125
2026-01-12,TITAN.NS,0.4104,-0.0721,14,11,-0.068,0.7758,-0.3481,0.1917,False,0.16915,,-0.0023868270685228,0.037233166238302,jan-A,0.0004438918610972,0.3223125
2026-01-12,WIPRO.NS,-0.2619,-0.1408,6,6,-0.8218,0.6974,-0.5975,0.4594,False,-0.20135,0.148,-0.0110223561010499,-0.0007595113398205,jan-A,-0.0081916371714298,-0.0481875
2026-01-12,ULTRACEMCO.NS,-0.4834,-0.3698,9,9,-0.8656,0.2134,-0.7372,0.0885,False,-0.4266,0.1402,0.0129773516283682,0.0009100686688177,jan-A,0.0158080705579883,-0.2734375
2026-01-12,NESTLEIND.NS,0.0282,-0.1117,8,7,-0.7684,0.6522,-0.5209,0.3048,False,-0.0417499999999999,,-0.0040384549564284,-0.0016734552467653,jan-A,-0.0012077360268083,0.1114125
2026-01-12,ONGC.NS,-0.474,-0.2244,10,9,-0.8638,0.1663,-0.5924,0.1755,False,-0.3491999999999999,,0.0531160734950166,-0.0099961744161851,jan-A,0.0559467924246367,-0.1960374999999999
2026-01-12,NTPC.NS,-0.0771,0.0368,7,7,-0.6951,0.7087,-0.4994,0.6266,False,-0.02015,,0.0345236614560482,-0.0375071827134976,jan-A,0.0373543803856683,0.1330125
2026-01-12,POWERGRID.NS,0.125,-0.1083,8,7,-0.7644,0.6857,-0.561,0.312,False,0.00835,,-0.0007735036708451,-0.0482238386877887,jan-A,0.0020572152587749,0.1615125
2026-01-12,M&M.NS,-0.2501,-0.1408,8,6,-0.8189,0.502,-0.5975,0.4099,False,-0.19545,,-0.0088267246061922,-0.0285729486934969,jan-A,-0.0059960056765721,-0.0422875
2026-01-12,TATASTEEL.NS,-0.3557,-0.2192,9,9,-0.8304,0.3194,-0.5715,0.1643,False,-0.28745,,0.0327984493844468,-0.0133534181756922,jan-A,0.0356291683140669,-0.1342874999999999
2026-01-12,JSWSTEEL.NS,-0.2619,-0.1408,6,6,-0.8218,0.6413,-0.6512,0.403,False,-0.20135,,-0.0007608881211657,-0.002698434249353,jan-A,0.0020698308084543,-0.0481875
2026-01-12,ADANIENT.NS,-0.3566,-0.2492,9,9,-0.8206,0.4039,-0.5972,0.1744,False,-0.3029,,-0.008427044329263,-0.0473348485142337,jan-A,-0.0055963253996429,-0.1497375
2026-01-12,ADANIPORTS.NS,-0.2619,-0.1408,6,6,-0.8117,0.6499,-0.6295,0.3566,False,-0.20135,,-0.0093522794100475,-0.0331547055104112,jan-A,-0.0065215604804274,-0.0481875
2026-01-12,COALINDIA.NS,-0.0042,-0.099,8,9,-0.5915,0.7744,-0.4446,0.2517,False,-0.0516,,-0.0002312459399635,0.0113463351788039,jan-A,0.0025994729896565,0.1015625
2026-01-12,BAJAJFINSV.NS,-0.2619,-0.1408,6,6,-0.8249,0.6915,-0.6044,0.3468,False,-0.20135,,0.0010005502904459,-0.0197626165764926,jan-A,0.003831269220066,-0.0481875
2026-01-12,GRASIM.NS,-0.5298,-0.1318,7,7,-0.8579,0.3087,-0.5743,0.3816,False,-0.3308,,-0.0038835296018011,-0.0148127181081925,jan-A,-0.001052810672181,-0.1776375
2026-01-12,HINDALCO.NS,0.2061,-0.0936,11,9,-0.4311,0.7109,-0.4615,0.2474,False,0.05625,,0.0382545783164975,-0.0123966809505656,jan-A,0.0410852972461176,0.2094125
2026-01-12,DRREDDY.NS,-0.2619,-0.1408,6,6,-0.825,0.6499,-0.6074,0.3566,False,-0.20135,0.0359,-0.0238584944467297,-0.0275999999999999,jan-A,-0.0210277755171096,-0.0481875
