window,ticker,n_sent,n_news,sent,news_lm,news_fb,combined_lm,combined_fb,ret_resid,agg_sent,agg_news
feb-A,NTPC.NS,11,7,0.29738324649133885,-0.2684006084800613,0.1772081413570227,0.01449131900563877,0.23729569392418076,-0.0015724559470251,0.2974,-0.2684
feb-A,POWERGRID.NS,11,10,0.44596761833371884,-0.20512599274130006,0.3199175368705874,0.12042081279620939,0.3829425776021531,-0.0101126446574539,0.446,-0.2051
feb-A,M&M.NS,10,7,-0.7831437665782491,0.017957443710492432,-0.5381858057297816,-0.38259316143387834,-0.6606647861540154,-0.0039310698017594,-0.7831,0.018
feb-A,TATASTEEL.NS,11,7,0.6243528850449318,-0.07087618756670126,0.22440822429319224,0.2767383487391153,0.424380554669062,-0.01100522891408,0.6244,-0.0709
feb-A,JSWSTEEL.NS,9,7,-0.2243248900676786,-0.22193047182809186,-0.1718693145778493,-0.22312768094788524,-0.19809710232276395,-5.726167860830613e-05,-0.2243,-0.2219
feb-A,ADANIENT.NS,14,10,0.5527600700091442,-0.08199477937648789,0.35377984042675176,0.23538264531632813,0.453269955217948,-0.0213152342945939,0.5528,-0.082
feb-A,ADANIPORTS.NS,11,7,0.40681222816878604,-0.1153508649628687,0.15974033330548176,0.14573068160295866,0.2832762807371339,-0.0033163380365286,0.4068,-0.1154
feb-A,COALINDIA.NS,13,10,-0.7969875489428349,-0.06285618296568776,-0.6309575434356154,-0.4299218659542613,-0.7139725461892251,-0.0116507400509834,-0.797,-0.0629
feb-A,BAJAJFINSV.NS,10,7,-0.011966473229135776,0.07737290834978927,-0.1391676954233772,0.03270321756032675,-0.07556708432625649,0.0058607256733274,-0.012,0.0774
feb-A,GRASIM.NS,11,7,0.5830737226027994,-0.28655619161183793,0.07742485535122104,0.14825876549548075,0.3302492889770102,-0.0001341584568403,0.5831,-0.2866
feb-A,HINDALCO.NS,12,8,-0.15147001680450492,-0.126669792038941,-0.2297335898033526,-0.13906990442172296,-0.19060180330392876,-0.0447609042138646,-0.1515,-0.1267
feb-A,DRREDDY.NS,8,5,-0.09567017543859653,-0.41025641025641024,-0.21180000000000004,-0.2529632928475034,-0.15373508771929828,0.0073503733333487,-0.0957,-0.4103
feb-A,CIPLA.NS,8,5,-0.09567017543859653,-0.41025641025641024,-0.21180000000000004,-0.2529632928475034,-0.15373508771929828,0.0138120020761497,-0.0957,-0.4103
feb-A,BRITANNIA.NS,15,13,0.8159276988356203,0.27295275475063113,0.5659441926114313,0.5444402267931258,0.6909359457235258,-0.007227341227201,0.8159,0.273
feb-A,EICHERMOT.NS,14,10,0.15976255151640975,-0.15290384716380534,0.1912490697369608,0.0034293521763022056,0.17550581062668527,0.0280435991789448,0.1598,-0.1529
feb-A,HEROMOTOCO.NS,11,6,0.48674828207325727,-0.19937694704049844,-0.07983738317757015,0.1436856675163794,0.20345544944784355,-0.0133057199351626,0.4867,-0.1994
feb-A,BAJAJ-AUTO.NS,10,6,-0.2807833498115827,-0.32855920093651747,-0.3235357413641425,-0.3046712753740501,-0.3021595455878626,0.0045540933518208,-0.2808,-0.3286
feb-A,DIVISLAB.NS,13,10,-0.3973003470821184,0.07804473792360161,-0.2922648911152122,-0.1596278045792584,-0.3447826190986653,0.0100164186543279,-0.3973,0.078
feb-A,TECHM.NS,10,6,-0.5416983146067416,-0.3239293601391354,-0.3139178862159141,-0.4328138373729385,-0.42780810041132783,0.011252462555362,-0.5417,-0.3239
feb-A,INDUSINDBK.NS,11,7,-0.023980099502487598,-0.27506255227736204,-0.03779517816710216,-0.1495213258899248,-0.030887638834794878,0.0163147858719229,-0.024,-0.2751
feb-A,APOLLOHOSP.NS,12,9,0.7395066350074638,0.13715499164299824,0.4137850739321018,0.43833081332523105,0.5766458544697828,0.0131484484185145,0.7395,0.1372
feb-A,TATACONSUM.NS,11,8,0.42637098742875695,-0.24488034706771522,0.17864843211824627,0.09074532018052087,0.3025097097735016,-0.002194478954412,0.4264,-0.2449
feb-A,SBILIFE.NS,8,5,-0.09567017543859653,-0.41025641025641024,-0.21180000000000004,-0.2529632928475034,-0.15373508771929828,0.0186680051015547,-0.0957,-0.4103
feb-A,HDFCLIFE.NS,9,6,0.2221905862480003,-0.3310550544144397,-0.0021055002558507552,-0.054432234083219705,0.11004254299607477,0.0042879159033697,0.2222,-0.3311
feb-A,SHRIRAMFIN.NS,11,8,-0.10316147299062566,-0.26474040283566674,-0.3452646638205665,-0.1839509379131462,-0.22421306840559607,-0.0030158730357032,-0.1032,-0.2647
feb-A,BPCL.NS,9,6,0.23395386032184706,-0.13800174954963645,0.004825113388795699,0.047976055386105304,0.11938948685532139,0.0031527732395008,0.234,-0.138
feb-B,RELIANCE.NS,5,4,0.7587131837977178,-0.22678517018894603,0.43728759517583055,0.26596400680438587,0.5980003894867741,-0.0144048518578865,0.7587,-0.2268
feb-B,TCS.NS,4,4,0.8032208865290559,0.08969400306689379,0.5815636893671883,0.44645744479797483,0.6923922879481221,0.0022883117084796,0.8032,0.0897
feb-B,HDFCBANK.NS,6,6,-0.8902870821729869,-0.7710184696661011,-0.4808748633067216,-0.830652775919544,-0.6855809727398543,0.001944450603726,-0.8903,-0.771
feb-B,INFY.NS,8,8,-0.6769564896893417,-0.31602316640400957,-0.4695828921032343,-0.49648982804667563,-0.573269690896288,0.0027355663698988,-0.677,-0.316
feb-B,ICICIBANK.NS,3,2,-0.5176224546828834,-0.44946164350321144,0.10541120855104676,-0.48354204909304743,-0.20610562306591831,0.0077967107069522,-0.5176,-0.4495
feb-B,HINDUNILVR.NS,2,2,0.17760516378414598,-0.44946164350321144,0.10541120855104676,-0.13592823985953273,0.14150818616759636,0.0038656015623009,0.1776,-0.4495
feb-B,ITC.NS,7,7,-0.32347375959237784,-0.045447578187054936,0.19729858489454097,-0.18446066888971638,-0.06308758734891844,0.0154956280303371,-0.3235,-0.0454
feb-B,SBIN.NS,3,3,0.8235287097711899,-0.2205653325513595,0.5153660231245365,0.3014816886099152,0.6694473664478632,0.0015309707286475,0.8235,-0.2206
feb-B,BHARTIARTL.NS,6,6,-0.9326935896819788,-0.044576511154830356,-0.7651493776840366,-0.4886350504184046,-0.8489214836830077,0.008104344226019,-0.9327,-0.0446
feb-B,KOTAKBANK.NS,4,4,0.8621787371993942,-0.21119391243360133,0.4849959268916919,0.32549241238289645,0.673587332045543,0.0062924675130707,0.8622,-0.2112
feb-B,LT.NS,8,7,0.45123539701541904,-0.10792213662153564,0.6663722919849053,0.1716566301969417,0.5588038445001622,-0.0381086128106589,0.4512,-0.1079
feb-B,AXISBANK.NS,5,5,0.6951063562255501,-0.15119633183660483,0.5518124313628032,0.2719550121944726,0.6234593937941766,0.0029681947882714,0.6951,-0.1512
