ticker,quarter,quarter_end,transcript_date,finbert_sent,lm_polarity,lm_uncertainty,lm_modal,n_chunks,source,agg_earnings,t_date,qkey,surprise_finbert,surprise_agg,fwd_1,fwd_5,fwd_20
HCLTECH.NS,Q3FY26,2025-12-31,2026-01-01,0.5981,0.3086,0,0,17,screener.in (BSE transcript),0.4823,2026-01-01,"(26, 3)",0.041200000000000014,0.03610000000000002,-0.00428916821828651,0.009252362816370319,0.030697105773572764
HDFCBANK.NS,Q2FY25,2024-09-30,2024-10-01,0.1267,-0.3867,0,0,21,screener.in (BSE transcript),-0.0786,2024-10-01,"(25, 2)",0.05270000000000001,-0.024400000000000005,-0.02398513555398185,-0.04467702730871825,0.007198422233268387
HDFCBANK.NS,Q3FY25,2024-12-31,2025-01-01,0.1492,-0.3238,0,0,23,screener.in (BSE transcript),-0.04,2025-01-01,"(25, 3)",0.022499999999999992,0.0386,0.00782174497050403,-0.0523042974087119,-0.0540768564666565
HDFCBANK.NS,Q4FY25,2025-03-31,2025-04-01,0.098,-0.0601,0,0,21,screener.in (BSE transcript),0.0348,2025-04-01,"(25, 4)",-0.051199999999999996,0.0748,0.005873497653828164,-0.0032189931477566436,0.08996444428883632
HDFCBANK.NS,Q1FY26,2025-06-30,2025-07-01,0.2601,-0.098,0,0,22,screener.in (BSE transcript),0.1169,2025-07-01,"(26, 1)",0.1621,0.0821,-0.012376873906843389,-0.0063864712922341305,0.006508580265205621
HDFCBANK.NS,Q2FY26,2025-09-30,2025-10-01,0.2271,-0.0333,0,0,18,screener.in (BSE transcript),0.1229,2025-10-01,"(26, 2)",-0.033,0.0059999999999999915,0.02090335791559972,0.02836131369075634,0.03466384997882255
HDFCBANK.NS,Q3FY26,2025-12-31,2026-01-01,0.2425,-0.0563,0,0,23,screener.in (BSE transcript),0.123,2026-01-01,"(26, 3)",0.015399999999999997,0.00010000000000000286,0.014730376429931136,-0.04656206595950996,-0.0768299770988311
HDFCLIFE.NS,Q2FY25,2024-09-30,2024-10-01,0.3297,-0.2803,0,0,28,screener.in (BSE transcript),0.0857,2024-10-01,"(25, 2)",-0.033399999999999985,-0.1056,0.00818319595403505,0.03510161061259587,0.03811633209101184
HDFCLIFE.NS,Q3FY25,2024-12-31,2025-01-01,0.2395,-0.1553,0,0,25,screener.in (BSE transcript),0.0816,2025-01-01,"(25, 3)",-0.0902,-0.0040999999999999925,0.0032414997592680184,-0.0014586462555011837,0.012479726500639332
HDFCLIFE.NS,Q4FY25,2025-03-31,2025-04-01,0.5199,0.0595,0,0,26,screener.in (BSE transcript),0.3357,2025-04-01,"(25, 4)",0.28040000000000004,0.2541,-0.006923424349184137,-0.011250541088237642,0.06577247796212937
HDFCLIFE.NS,Q1FY26,2025-06-30,2025-07-01,0.4104,0.0631,0,0,21,screener.in (BSE transcript),0.2715,2025-07-01,"(26, 1)",-0.10950000000000004,-0.06419999999999998,-0.02418056817352121,-0.020408151081917292,-0.06951142295834711
HDFCLIFE.NS,Q2FY26,2025-09-30,2025-10-01,0.4272,-0.0916,0,0,21,screener.in (BSE transcript),0.2197,2025-10-01,"(26, 2)",0.016800000000000037,-0.05180000000000001,-0.0019163561819787178,-0.0023128616442282812,-0.03522106740390718
HDFCLIFE.NS,Q3FY26,2025-12-31,2026-01-01,0.3717,-0.0978,0,0,22,screener.in (BSE transcript),0.1839,2026-01-01,"(26, 3)",-0.05550000000000005,-0.0358,0.0020667829749785316,0.011000731024777055,-0.043536292904604146
HEROMOTOCO.NS,Q2FY25,2024-09-30,2024-11-01,0.3254,0.069,0,0,21,screener.in (BSE transcript),0.2228,2024-11-01,"(25, 2)",-0.06829999999999997,-0.05009999999999998,-0.0603608355670463,-0.07108730898724769,-0.08238912233244833
HEROMOTOCO.NS,Q3FY25,2024-12-31,2025-02-01,0.3984,0.1951,0,0,20,screener.in (BSE transcript),0.3171,2025-02-01,"(25, 3)",0.07299999999999995,0.0943,-0.02171938194213019,-0.025723950051182,-0.15928647270383045
HEROMOTOCO.NS,Q4FY25,2025-03-31,2025-05-01,0.4926,0.1765,0,0,21,screener.in (BSE transcript),0.3662,2025-05-01,"(25, 4)",0.0942,0.04910000000000003,-0.009096713748241392,-0.018035555712588747,0.14144505537035035
HEROMOTOCO.NS,Q1FY26,2025-06-30,2025-08-01,0.3895,0.0642,0,0,20,screener.in (BSE transcript),0.2594,2025-08-01,"(26, 1)",-0.10309999999999997,-0.1068,0.05099747380650266,0.06652146715753382,0.23380978867401891
HEROMOTOCO.NS,Q2FY26,2025-09-30,2025-11-01,0.5367,0.1339,0,0,22,screener.in (BSE transcript),0.3756,2025-11-01,"(26, 2)",0.14719999999999994,0.11619999999999997,-0.018729250172715317,-0.03656244824793631,0.13451026749968897
HEROMOTOCO.NS,Q3FY26,2025-12-31,2026-02-01,0.4487,-0.0085,0,0,21,screener.in (BSE transcript),0.2658,2026-02-01,"(26, 3)",-0.08799999999999997,-0.10980000000000001,0.033153129568991746,0.04504506552040155,0.02224681148342067
HEROMOTOCO.NS,Q4FY26,2026-03-31,2026-05-01,0.4371,-0.1,0,0,21,screener.in (BSE transcript),0.2223,2026-05-01,"(26, 4)",-0.0116,-0.04349999999999998,-0.024296182028538338,0.014751253374469808,-0.05215966062475896
HINDALCO.NS,Q2FY25,2024-09-30,2024-11-01,0.4155,-0.3004,0,0,24,screener.in (BSE transcript),0.1291,2024-11-01,"(25, 2)",0.0983,0.1002,-0.019448493492936647,-0.06030471146432237,-0.031132081952530588
HINDALCO.NS,Q3FY25,2024-12-31,2025-02-01,0.3889,-0.2121,0,0,25,screener.in (BSE transcript),0.1485,2025-02-01,"(25, 3)",-0.026599999999999957,0.0194,0.009565201010751867,0.05217392749252969,0.09217392709111105
HINDALCO.NS,Q4FY25,2025-03-31,2025-05-01,0.3354,-0.2159,0,0,24,screener.in (BSE transcript),0.1148,2025-05-01,"(25, 4)",-0.05350000000000005,-0.033699999999999994,0.018028836818426708,-0.02387829920563156,0.038140988979829205
HINDALCO.NS,Q1FY26,2025-06-30,2025-08-01,0.3392,-0.1572,0,0,21,screener.in (BSE transcript),0.1407,2025-08-01,"(26, 1)",0.0038000000000000256,0.025899999999999992,0.02366867837254283,0.003980686043234316,0.08035027440644882
HINDALCO.NS,Q2FY26,2025-09-30,2025-11-01,0.2748,-0.0584,0,0,23,screener.in (BSE transcript),0.1415,2025-11-01,"(26, 2)",-0.06440000000000001,0.0007999999999999952,-0.007430545467215333,-0.0672878332673682,-0.04346284914435594
HINDALCO.NS,Q3FY26,2025-12-31,2026-02-01,0.503,-0.2545,0,0,25,screener.in (BSE transcript),0.2,2026-02-01,"(26, 3)",0.22820000000000001,0.058500000000000024,0.04891242927668449,0.06050567191605838,-0.005078984828413846
HINDALCO.NS,Q4FY26,2026-03-31,2026-05-01,0.4895,-0.2381,0,0,20,screener.in (BSE transcript),0.1985,2026-05-01,"(26, 4)",-0.013500000000000012,-0.0015000000000000013,-0.006709479222072989,-0.01169373398946072,0.08310164584891933
HINDUNILVR.NS,Q3FY25,2024-12-31,2025-01-01,0.4204,0.203,0,0,35,screener.in (BSE transcript),0.3334,2025-01-01,"(25, 3)",-0.04830000000000001,-0.0121,0.02225317440600061,0.03221018745743409,0.023175862291912264
HINDUNILVR.NS,Q4FY25,2025-03-31,2025-04-01,0.4326,0.1921,0,0,35,screener.in (BSE transcript),0.3364,2025-04-01,"(25, 4)",0.012199999999999989,0.0030000000000000027,-0.008133884490652998,0.022396040855697796,0.04300938320876946
HINDUNILVR.NS,Q1FY26,2025-06-30,2025-08-01,0.5602,0.0873,0,0,39,screener.in (BSE transcript),0.3711,2025-08-01,"(26, 1)",0.12760000000000005,0.03470000000000001,-0.0037298608445468506,-0.022339929999780295,0.05261093003068251
HINDUNILVR.NS,Q2FY26,2025-09-30,2025-10-01,0.3181,0.0245,0,0,33,screener.in (BSE transcript),0.2006,2025-10-01,"(26, 2)",-0.24210000000000004,-0.17049999999999998,-0.0003942793458691085,-0.01033038761190408,-0.03158258587408558
HINDUNILVR.NS,Q3FY26,2025-12-31,2026-02-01,0.4474,0.1357,0,0,27,screener.in (BSE transcript),0.3227,2026-02-01,"(26, 3)",0.12930000000000003,0.12209999999999999,0.014388147321767963,0.02924326165879454,-0.02253724579678207
HINDUNILVR.NS,Q4FY26,2026-03-31,2026-05-01,0.5712,0.0508,0,0,28,screener.in (BSE transcript),0.363,2026-05-01,"(26, 4)",0.12380000000000002,0.0403,0.014412937036490714,0.0036583843465818333,-0.048615998253764725
ICICIBANK.NS,Q2FY25,2024-09-30,2024-10-01,0.1933,-0.0225,0,0,18,screener.in (BSE transcript),0.107,2024-10-01,"(25, 2)",-0.11400000000000002,-0.1188,-0.005185092041673167,-0.005464246458968924,0.0427967528172124
ICICIBANK.NS,Q3FY25,2024-12-31,2025-01-01,0.0936,0.037,0,0,16,screener.in (BSE transcript),0.071,2025-01-01,"(25, 3)",-0.0997,-0.036000000000000004,0.0008558831260103705,-0.021087821738002388,-0.02731306971031544
ICICIBANK.NS,Q4FY25,2025-03-31,2025-04-01,0.2676,-0.1567,0,0,33,screener.in (BSE transcript),0.0979,2025-04-01,"(25, 4)",0.174,0.026900000000000007,-0.00015129003909675198,-0.013009169465425408,0.0808152772295414
ICICIBANK.NS,Q1FY26,2025-06-30,2025-07-01,0.0032,-0.2418,0,0,14,screener.in (BSE transcript),-0.0948,2025-07-01,"(26, 1)",-0.2644,-0.19269999999999998,-6.982119280507515e-05,0.002792921149818106,0.038751557760070554
ICICIBANK.NS,Q2FY26,2025-09-30,2025-10-01,0.171,0.1562,0,0,16,screener.in (BSE transcript),0.1651,2025-10-01,"(26, 2)",0.1678,0.2599,-0.0006560422757094786,-0.001166247946253085,-0.022887982983653243
ICICIBANK.NS,Q3FY26,2025-12-31,2026-01-01,0.3072,-0.0171,0,0,32,screener.in (BSE transcript),0.1775,2026-01-01,"(26, 3)",0.13619999999999996,0.012399999999999994,0.012107586825018668,0.06659191000443765,-0.006053793412509334
ICICIBANK.NS,Q4FY26,2026-03-31,2026-04-01,0.2412,-0.1041,0,0,32,screener.in (BSE transcript),0.1031,2026-04-01,"(26, 4)",-0.06599999999999998,-0.0744,0.014214046822742521,0.07775919732441472,0.05710706423756262
INDUSINDBK.NS,Q2FY25,2024-09-30,2024-10-01,0.3381,-0.094,0,0,19,screener.in (BSE transcript),0.1653,2024-10-01,"(25, 2)",0.0665,0.1302,-0.014209359287791878,-0.038461478125104365,-0.24928775843886175
INDUSINDBK.NS,Q3FY25,2024-12-31,2025-01-01,0.4309,-0.3043,0,0,19,screener.in (BSE transcript),0.1368,2025-01-01,"(25, 3)",0.0928,-0.028499999999999998,0.01793948939352985,0.005689386139953401,-0.027883133835449936
INDUSINDBK.NS,Q4FY25,2025-03-31,2025-05-01,0.0745,-0.3819,0,0,21,screener.in (BSE transcript),-0.1081,2025-05-01,"(25, 4)",-0.3564,-0.2449,0.023952096212022767,-0.03532937051107632,-0.016646700712861007
INDUSINDBK.NS,Q2FY26,2025-09-30,2025-10-01,0.3703,-0.1047,0,0,20,screener.in (BSE transcript),0.1803,2025-10-01,"(26, 2)",0.2958,0.2884,-0.0016146233113861763,0.00861140805271976,0.06942949933909448
INDUSINDBK.NS,Q3FY26,2025-12-31,2026-01-01,0.5166,-0.0277,0,0,19,screener.in (BSE transcript),0.2989,2026-01-01,"(26, 3)",0.14629999999999993,0.11860000000000001,0.010044695252913183,-0.020033440768887578,-0.007812456212349828
INDUSINDBK.NS,Q4FY26,2026-03-31,2026-04-01,0.3572,-0.0984,0,0,19,screener.in (BSE transcript),0.175,2026-04-01,"(26, 4)",-0.15939999999999993,-0.12390000000000001,0.003107932715913142,0.059958542835551576,0.19819993008293646
INFY.NS,Q2FY25,2024-09-30,2024-10-01,0.1811,-0.0552,0,0,33,screener.in (BSE transcript),0.0866,2024-10-01,"(25, 2)",-0.15069999999999997,-0.12680000000000002,2.6549552062160586e-05,0.0362000533108815,-0.04299690861346728
INFY.NS,Q3FY25,2024-12-31,2025-01-01,0.1458,0.0263,0,0,34,screener.in (BSE transcript),0.098,2025-01-01,"(25, 3)",-0.0353,0.011400000000000007,0.03494960853058826,0.024933714753155423,-0.0073397612672869705
INFY.NS,Q4FY25,2025-03-31,2025-04-01,0.0857,-0.0549,0,0,38,screener.in (BSE transcript),0.0295,2025-04-01,"(25, 4)",-0.060100000000000015,-0.0685,-0.00035833027149290153,-0.0847771839806628,-0.0190203289730263
INFY.NS,Q1FY26,2025-06-30,2025-07-01,0.2569,0.0504,0,0,33,screener.in (BSE transcript),0.1743,2025-07-01,"(26, 1)",0.17120000000000002,0.1448,0.00030904009486421025,0.012237319458344276,-0.060630333018138804
INFY.NS,Q2FY26,2025-09-30,2025-10-01,0.1787,0.0,0,0,31,screener.in (BSE transcript),0.1072,2025-10-01,"(26, 2)",-0.07820000000000002,-0.0671,0.005281419421250488,0.04933979830373292,0.04585983914937275
INFY.NS,Q3FY26,2025-12-31,2026-02-01,0.035,0.2,0,0,65,screener.in (BSE transcript),0.101,2026-02-01,"(26, 3)",-0.1437,-0.006199999999999997,0.03922985374131649,-0.08417568746662962,-0.22322502965790947
INFY.NS,Q4FY26,2026-03-31,2026-04-01,0.0888,-0.1719,0,0,39,screener.in (BSE transcript),-0.0155,2026-04-01,"(26, 4)",0.0538,-0.1165,0.03285715855753146,0.04603172777065501,-0.051587337789262944
KOTAKBANK.NS,Q2FY25,2024-09-30,2024-10-01,0.374,-0.0717,0,0,23,screener.in (BSE transcript),0.1957,2024-10-01,"(25, 2)",0.016500000000000015,0.0632,-0.022821425854996802,-0.025835535084427375,-0.07026747570061687
KOTAKBANK.NS,Q3FY25,2024-12-31,2025-01-01,0.26,-0.1827,0,0,22,screener.in (BSE transcript),0.0829,2025-01-01,"(25, 3)",-0.11399999999999999,-0.11280000000000001,0.02833330924713584,-0.014444506257341727,0.06686110148243385
KOTAKBANK.NS,Q4FY25,2025-03-31,2025-05-01,0.4697,0.0444,0,0,21,screener.in (BSE transcript),0.2996,2025-05-01,"(25, 4)",0.2097,0.21669999999999998,-0.044872927377143434,-0.058529934515050064,-0.05553531708073578
KOTAKBANK.NS,Q1FY26,2025-06-30,2025-08-01,0.0998,-0.1103,0,0,22,screener.in (BSE transcript),0.0157,2025-08-01,"(26, 1)",-0.3699,-0.2839,0.010568727406989442,-0.011575254590250106,-0.0216406800090585
KOTAKBANK.NS,Q2FY26,2025-09-30,2025-10-01,0.2355,0.1164,0,0,26,screener.in (BSE transcript),0.1879,2025-10-01,"(26, 2)",0.1357,0.17220000000000002,0.024572248439085786,0.039596753242095106,0.01885329014262127
KOTAKBANK.NS,Q3FY26,2025-12-31,2026-01-01,0.5775,0.248,0,0,29,screener.in (BSE transcript),0.4457,2026-01-01,"(26, 3)",0.342,0.2578,-0.009423736808522931,-0.038236070764784746,-0.07859136428766333
KOTAKBANK.NS,Q4FY26,2026-03-31,2026-05-01,0.3597,0.0274,0,0,24,screener.in (BSE transcript),0.2268,2026-05-01,"(26, 4)",-0.2178,-0.21889999999999998,-0.020849812678124913,-0.007389780517477962,0.013855898877196404
LT.NS,Q2FY25,2024-09-30,2024-10-01,0.3217,0.0921,0,0,23,screener.in (BSE transcript),0.2299,2024-10-01,"(25, 2)",0.153,0.1779,-0.01884161012833563,-0.018841582670543144,-0.014654587955936105
LT.NS,Q3FY25,2024-12-31,2025-01-01,0.3546,-0.3069,0,0,23,screener.in (BSE transcript),0.09,2025-01-01,"(25, 3)",0.03290000000000004,-0.1399,0.0085404275854577,-0.02086172341126591,-0.06027310972288813
LT.NS,Q4FY25,2025-03-31,2025-05-01,0.5713,-0.0707,0,0,29,screener.in (BSE transcript),0.3145,2025-05-01,"(25, 4)",0.2167,0.2245,0.007518768868981951,0.0018044440023168296,0.09933835811664005
LT.NS,Q1FY26,2025-06-30,2025-07-01,0.4045,-0.1157,0,0,21,screener.in (BSE transcript),0.1964,2025-07-01,"(26, 1)",-0.1668,-0.11810000000000001,-0.016800313166402736,-0.01680029844051978,-0.012163879662964838
LT.NS,Q2FY26,2025-09-30,2025-10-01,0.4171,-0.2081,0,0,26,screener.in (BSE transcript),0.167,2025-10-01,"(26, 2)",0.0126,-0.02939999999999998,0.008130115533018678,0.020325180781246788,0.0921409229094412
LT.NS,Q3FY26,2025-12-31,2026-01-01,0.4218,-0.2041,0,0,23,screener.in (BSE transcript),0.1715,2026-01-01,"(26, 3)",0.004699999999999982,0.004500000000000004,0.005992977918480635,-0.02636480868521751,-0.07428533376585034
LT.NS,Q4FY26,2026-03-31,2026-05-01,0.3166,-0.0125,0,0,33,screener.in (BSE transcript),0.185,2026-05-01,"(26, 4)",-0.10520000000000002,0.013499999999999984,0.014654719375472913,-0.01937406722944046,0.02556847681735719
M&M.NS,Q3FY25,2024-12-31,2025-02-01,0.4643,-0.086,0,0,23,screener.in (BSE transcript),0.2442,2025-02-01,"(25, 3)",0.041800000000000004,0.05710000000000001,0.055093874644489116,0.04992471493210915,-0.16214102098548966
M&M.NS,Q4FY25,2025-03-31,2025-05-01,0.2446,0.045,0,0,34,screener.in (BSE transcript),0.1648,2025-05-01,"(25, 4)",-0.21969999999999998,-0.0794,-0.0003729216964311055,0.0039322934700996015,0.018644123864565154
M&M.NS,Q1FY26,2025-06-30,2025-08-01,0.4472,-0.0659,0,0,18,screener.in (BSE transcript),0.242,2025-08-01,"(26, 1)",0.20259999999999997,0.07719999999999999,0.007886435331230235,-0.0060252673994479755,0.03123028391167182
M&M.NS,Q2FY26,2025-09-30,2025-11-01,0.4408,-0.0576,0,0,27,screener.in (BSE transcript),0.2414,2025-11-01,"(26, 2)",-0.006399999999999961,-0.0005999999999999894,0.01070922747258618,0.053802307702577545,0.06032470772660914
M&M.NS,Q3FY26,2025-12-31,2026-02-01,0.2684,-0.0392,0,0,30,screener.in (BSE transcript),0.1454,2026-02-01,"(26, 3)",-0.1724,-0.096,0.08435171385991058,0.0711773617967586,-0.016423277989940366
M&M.NS,Q4FY26,2026-03-31,2026-05-01,0.3824,0.1494,0,0,39,screener.in (BSE transcript),0.2892,2026-05-01,"(26, 4)",0.11399999999999999,0.1438,-0.005588376177550702,0.03305125339294257,-0.02602586619830749
NTPC.NS,Q2FY25,2024-09-30,2024-11-01,0.3971,-0.2738,0,0,16,screener.in (BSE transcript),0.1288,2024-11-01,"(25, 2)",0.03639999999999999,-0.1368,-0.03346626566968203,-0.03793648574851616,-0.10849340899960869
NTPC.NS,Q3FY25,2024-12-31,2025-01-01,0.4666,-0.2195,0,0,16,screener.in (BSE transcript),0.1921,2025-01-01,"(25, 3)",0.0695,0.0633,0.013187534859752326,-0.028772716514409935,-0.03416750082668785
NTPC.NS,Q4FY25,2025-03-31,2025-05-01,0.4832,0.0047,0,0,14,screener.in (BSE transcript),0.2918,2025-05-01,"(25, 4)",0.016600000000000004,0.09970000000000001,-0.010012592241833707,-0.057396595671494466,-0.048089071708476316
NTPC.NS,Q1FY26,2025-06-30,2025-08-01,0.3207,0.1896,0,0,25,screener.in (BSE transcript),0.2682,2025-08-01,"(26, 1)",-0.16250000000000003,-0.02360000000000001,0.004684257801752523,0.012390522718967123,0.016923630507033938
NTPC.NS,Q2FY26,2025-09-30,2025-11-01,0.4515,-0.0761,0,0,16,screener.in (BSE transcript),0.2405,2025-11-01,"(26, 2)",0.13080000000000003,-0.027700000000000002,-0.0043046187135095115,-0.02414306719755621,-0.019652165740118965
NTPC.NS,Q3FY26,2025-12-31,2026-02-01,0.4842,-0.0048,0,0,16,screener.in (BSE transcript),0.2886,2026-02-01,"(26, 3)",0.03270000000000001,0.04810000000000003,0.060878422544413446,0.07064022352993926,0.06611293030282828
NTPC.NS,Q4FY26,2026-03-31,2026-05-01,0.3852,-0.123,0,0,17,screener.in (BSE transcript),0.1819,2026-05-01,"(26, 4)",-0.09900000000000003,-0.10670000000000002,-0.004250030517578107,0.004749984741210911,-0.03275001525878907
ONGC.NS,Q2FY25,2024-09-30,2024-11-01,-0.0902,-0.2335,0,0,18,screener.in (BSE transcript),-0.1475,2024-11-01,"(25, 2)",-0.1673,-0.1366,-0.03211666540804714,-0.0425181612611103,-0.013427369231553632
ONGC.NS,Q3FY25,2024-12-31,2025-02-01,0.102,-0.1077,0,0,29,screener.in (BSE transcript),0.0181,2025-02-01,"(25, 3)",0.19219999999999998,0.1656,-0.012519632610074938,-0.0066268390538247735,-0.12174554361123968
ONGC.NS,Q4FY25,2025-03-31,2025-05-01,0.0074,-0.082,0,0,18,screener.in (BSE transcript),-0.0284,2025-05-01,"(25, 4)",-0.09459999999999999,-0.0465,-0.004149382193262774,-0.04937760473147623,0.008464629095966014
ONGC.NS,Q2FY26,2025-09-30,2025-11-01,-0.0829,-0.2736,0,0,18,screener.in (BSE transcript),-0.1592,2025-11-01,"(26, 2)",-0.0903,-0.1308,0.004313771229474073,-0.0031372352986478447,-0.021698283988016764
POWERGRID.NS,Q2FY25,2024-09-30,2024-11-01,0.0854,-0.1017,0,0,13,screener.in (BSE transcript),0.0106,2024-11-01,"(25, 2)",-0.020900000000000002,-0.0431,-0.03759046993347859,-0.03389313175845787,0.028418374716285832
POWERGRID.NS,Q3FY25,2024-12-31,2025-02-01,0.1109,-0.0714,0,0,19,screener.in (BSE transcript),0.038,2025-02-01,"(25, 3)",0.025499999999999995,0.0274,-0.03103446408004029,-0.040634224748919645,-0.12784924237503525
POWERGRID.NS,Q4FY25,2025-03-31,2025-05-01,0.0851,-0.1509,0,0,20,screener.in (BSE transcript),-0.0093,2025-05-01,"(25, 4)",-0.025800000000000003,-0.047299999999999995,-0.0022913705553181396,-0.01800327582936434,-0.04418985893769656
POWERGRID.NS,Q1FY26,2025-06-30,2025-08-01,0.0648,0.1013,0,0,19,screener.in (BSE transcript),0.0794,2025-08-01,"(26, 1)",-0.0203,0.0887,-0.01407950715524664,-0.021806224163283372,-0.003263853372216463
POWERGRID.NS,Q2FY26,2025-09-30,2025-11-01,0.0655,-0.204,0,0,18,screener.in (BSE transcript),-0.0423,2025-11-01,"(26, 2)",0.0007000000000000062,-0.1217,-0.01557092232649504,-0.05618476430928143,-0.053545924474971085
POWERGRID.NS,Q3FY26,2025-12-31,2026-02-01,0.2165,0.2865,0,0,23,screener.in (BSE transcript),0.2445,2026-02-01,"(26, 3)",0.151,0.2868,0.09870633983339538,0.17724839739521792,0.1671864452807288
POWERGRID.NS,Q4FY26,2026-03-31,2026-05-01,0.2231,0.2146,0,0,27,screener.in (BSE transcript),0.2197,2026-05-01,"(26, 4)",0.006599999999999995,-0.02479999999999999,0.015605076103453408,-0.00015919679289411182,-0.07324840764331209
RELIANCE.NS,Q2FY25,2024-09-30,2024-10-01,0.2567,-0.0042,0,0,21,screener.in (BSE transcript),0.1523,2024-10-01,"(25, 2)",-0.09620000000000001,-0.12030000000000002,-0.02272763195397698,-0.039364477271113585,-0.06722585454970975
RELIANCE.NS,Q3FY25,2024-12-31,2025-01-01,0.56,0.3516,0,0,22,screener.in (BSE transcript),0.4766,2025-01-01,"(25, 3)",0.30330000000000007,0.32430000000000003,0.018546571919908494,0.0374616488645767,0.011709361795299245
RELIANCE.NS,Q4FY25,2025-03-31,2025-04-01,0.3964,0.0226,0,0,41,screener.in (BSE transcript),0.2468,2025-04-01,"(25, 4)",-0.16360000000000008,-0.22980000000000003,-0.011622765459577411,-0.06256258476166465,0.14704820049386869
RELIANCE.NS,Q1FY26,2025-06-30,2025-07-01,0.1871,0.1186,0,0,51,screener.in (BSE transcript),0.1597,2025-07-01,"(26, 1)",-0.20929999999999999,-0.08709999999999998,-0.004972434832363648,0.005430469570974816,-0.0721670229826088
RELIANCE.NS,Q2FY26,2025-09-30,2025-10-01,0.444,-0.0881,0,0,41,screener.in (BSE transcript),0.2312,2025-10-01,"(26, 2)",0.2569,0.07149999999999998,-0.0023473515799717903,0.010710160990888395,0.0900822219044155
RELIANCE.NS,Q3FY26,2025-12-31,2026-01-01,0.4993,-0.034,0,0,43,screener.in (BSE transcript),0.286,2026-01-01,"(26, 3)",0.055300000000000016,0.05479999999999999,0.008227818948506993,-0.07278482104112682,-0.1518987377566714
RELIANCE.NS,Q4FY26,2026-03-31,2026-04-01,0.3937,-0.23,0,0,38,screener.in (BSE transcript),0.1442,2026-04-01,"(26, 4)",-0.10560000000000003,-0.14179999999999998,0.0014738611275078028,-0.01473833199544805,0.05630070616129057
SBILIFE.NS,Q2FY25,2024-09-30,2024-10-01,0.3586,0.0426,0,0,27,screener.in (BSE transcript),0.2322,2024-10-01,"(25, 2)",-0.05130000000000001,0.0068999999999999895,-0.0008023739688987064,-0.034227998231002865,-0.09789706458961656
SBILIFE.NS,Q3FY25,2024-12-31,2025-01-01,0.4111,-0.0258,0,0,24,screener.in (BSE transcript),0.2364,2025-01-01,"(25, 3)",0.05250000000000005,0.004200000000000009,0.017272072576383524,0.03831915308945111,0.0440883458523218
SBILIFE.NS,Q4FY25,2025-03-31,2025-05-01,0.3942,-0.1533,0,0,21,screener.in (BSE transcript),0.1752,2025-05-01,"(25, 4)",-0.016900000000000026,-0.061200000000000004,0.006814349435187328,-0.031232227994703043,0.036343029402459814
SBILIFE.NS,Q1FY26,2025-06-30,2025-07-01,0.4387,-0.0421,0,0,21,screener.in (BSE transcript),0.2463,2025-07-01,"(26, 1)",0.044499999999999984,0.0711,-0.0080428919659703,-0.0241286533103775,-0.021447674981249443
SBILIFE.NS,Q2FY26,2025-09-30,2025-10-01,0.4033,-0.0481,0,0,19,screener.in (BSE transcript),0.2227,2025-10-01,"(26, 2)",-0.03539999999999999,-0.023599999999999982,-0.013935947389633996,0.01326966242522376,0.08267172321732041
SBILIFE.NS,Q3FY26,2025-12-31,2026-02-01,0.4838,-0.0221,0,0,21,screener.in (BSE transcript),0.2814,2026-02-01,"(26, 3)",0.08050000000000002,0.058699999999999974,0.042534837153366034,0.012268704228676874,0.028136932571543483
SBILIFE.NS,Q4FY26,2026-03-31,2026-04-01,0.4516,-0.0119,0,0,25,screener.in (BSE transcript),0.2662,2026-04-01,"(26, 4)",-0.032200000000000006,-0.015199999999999991,-0.0014204545454545858,0.08801137750799004,0.028465895219282666
SBIN.NS,Q2FY25,2024-09-30,2024-11-01,0.3986,-0.0476,0,0,26,screener.in (BSE transcript),0.2201,2024-11-01,"(25, 2)",0.1402,0.1006,0.008690802390966201,0.028321340886761748,0.0379845846220106
SBIN.NS,Q3FY25,2024-12-31,2025-02-01,0.3574,-0.034,0,0,26,screener.in (BSE transcript),0.2009,2025-02-01,"(25, 3)",-0.041200000000000014,-0.019199999999999995,0.005506027497979682,-0.02988981726238704,-0.09150500229882752
SBIN.NS,Q4FY25,2025-03-31,2025-05-01,0.2331,0.0876,0,0,24,screener.in (BSE transcript),0.1749,2025-05-01,"(25, 4)",-0.1243,-0.025999999999999995,-0.010564844318275757,-0.042829040386134776,0.02995328123512686
SBIN.NS,Q1FY26,2025-06-30,2025-08-01,0.3202,-0.1255,0,0,23,screener.in (BSE transcript),0.1419,2025-08-01,"(26, 1)",0.08709999999999998,-0.033,0.004405321516879335,0.01699182761718543,0.012334790579232813
SBIN.NS,Q2FY26,2025-09-30,2025-11-01,0.2385,0.0636,0,0,25,screener.in (BSE transcript),0.1685,2025-11-01,"(26, 2)",-0.0817,0.026600000000000013,0.013049249874533375,0.01581890398303054,0.039680402203955856
SBIN.NS,Q3FY26,2025-12-31,2026-02-01,0.4144,0.1908,0,0,27,screener.in (BSE transcript),0.325,2026-02-01,"(26, 3)",0.1759,0.1565,0.06579069556241013,0.09814678907890806,0.16187859179799235
