window,ret,turnover
apr-A,-0.0005772411171866311,1.0
apr-B,0.007301243345747788,1.0
feb-A,0.0008033466386685816,1.0
feb-B,-0.0006703031379546012,0.9999999999999999
jan-A,0.0032844005089964555,1.0
jan-B,0.006109243095587344,1.0
jun-A,-0.0012008344265114997,1.0
mar-A,0.0022056855551778392,0.9999999999999999
mar-B,-0.0013753542306654395,1.0
may-A,-0.0003897964253023711,1.0
may-B,6.215878857675867e-05,0.9999999999999999
