date,ticker,agg_sent,agg_news,divergence,label,n_sent,n_news,sent_lo,sent_hi,news_lo,news_hi,low_n,combined,agg_earnings,actual_ret,momentum,window,ret_resid,sig_resid
2026-01-12,RELIANCE.NS,-0.7277,-0.3199,0.4078,OVERREACTION (Fundamental Stable / Retail Panic),13,10,-0.8793,-0.4545,-0.6819,0.057,False,-0.5238,,-0.016450845982795115,-0.06013561856708782,jan-A,-0.013620127373839795,-0.37063750000000006
2026-01-12,TCS.NS,-0.1101,-0.0956,0.0145,NEUTRAL,8,8,-0.8578,0.5961,-0.4704,0.2636,False,-0.10285,,-0.014538882409206755,0.007306929667668438,jan-A,-0.011708163800251435,0.05031250000000001
2026-01-12,HDFCBANK.NS,-0.6876,-0.0829,0.6047,OVERREACTION (Fundamental Stable / Retail Panic),10,9,-0.9206,-0.2015,-0.4242,0.2177,False,-0.38525,,-0.0122738403373025,-0.041483396948927,jan-A,-0.00944312172834718,-0.23208749999999997
2026-01-12,INFY.NS,-0.4999,-0.2832,0.2167,OVERREACTION (Fundamental Stable / Retail Panic),8,7,-0.8709,0.1914,-0.6993,0.2299,False,-0.39155,,0.002443755030593797,-0.006536347554758182,jan-A,0.005274473639549117,-0.2383875
2026-01-12,ICICIBANK.NS,0.1103,-0.1132,0.2235,"DIVERGENT (sent=+0.11, news=-0.11)",7,7,-0.7021,0.8063,-0.5142,0.3151,False,-0.00145,,0.003750653824707184,0.030331735753508893,jan-A,0.006581372433662504,0.1517125
2026-01-12,HINDUNILVR.NS,-0.5915,-0.1132,0.4783,OVERREACTION (Fundamental Stable / Retail Panic),8,7,-0.8877,0.0446,-0.5079,0.3424,False,-0.35235,,-0.021901733954490687,0.009269683574674836,jan-A,-0.019071015345535368,-0.1991875
2026-01-12,ITC.NS,-0.5498,-0.2064,0.3434,OVERREACTION (Fundamental Stable / Retail Panic),9,8,-0.8578,0.0894,-0.62,0.2057,False,-0.3781,,-0.010786033325372868,-0.03231340707246988,jan-A,-0.007955314716417548,-0.22493749999999998
2026-01-12,SBIN.NS,0.6097,-0.1658,0.7755,SPECULATIVE HYPE (Retail Bullish / Fundamental Neutral),10,9,0.0033,0.8512,-0.5116,0.1597,False,0.22195,,0.013002969996625646,0.009547045221574235,jan-A,0.015833688605580966,0.3751125
2026-01-12,BHARTIARTL.NS,-0.2619,-0.1408,0.1211,NEUTRAL,6,6,-0.8123,0.6313,-0.6044,0.3901,False,-0.20135000000000003,,-0.010518590998043087,-0.028978622327791026,jan-A,-0.007687872389087767,-0.04818750000000002
2026-01-12,KOTAKBANK.NS,0.0143,-0.1174,0.1318,NEUTRAL,7,7,-0.7143,0.8055,-0.5464,0.3056,False,-0.05155,,-0.013265840747968882,-0.02629054088783045,jan-A,-0.010435122139013563,0.10161250000000001
2026-01-12,LT.NS,-0.6346,-0.1276,0.507,OVERREACTION (Fundamental Stable / Retail Panic),7,7,-0.9113,0.3849,-0.5419,0.3335,False,-0.3811,,-0.03811891005546297,-0.031659522875278956,jan-A,-0.035288191446507654,-0.2279375
2026-01-12,AXISBANK.NS,-0.0395,-0.1408,0.1013,NEUTRAL,7,6,-0.7141,0.7654,-0.6336,0.3483,False,-0.09015000000000001,,0.019306308741909417,-0.009021696388036626,jan-A,0.022137027350864737,0.0630125
2026-01-12,BAJFINANCE.NS,-0.5005,0.0616,0.5622,OVERREACTION (Fundamental Stable / Retail Panic),8,8,-0.8851,0.191,-0.4439,0.5596,False,-0.21944999999999998,,-0.006250669245117191,-0.027432925247445672,jan-A,-0.003419950636161871,-0.06628749999999997
2026-01-12,ASIANPAINT.NS,-0.351,-0.1408,0.2103,OVERREACTION (Fundamental Stable / Retail Panic),7,6,-0.8145,0.3749,-0.6044,0.3834,False,-0.2459,,-0.028483635817430297,0.028697187769938903,jan-A,-0.025652917208474978,-0.0927375
2026-01-12,MARUTI.NS,0.0598,-0.1147,0.1745,NEUTRAL,7,7,-0.7273,0.7989,-0.5198,0.3417,False,-0.02745,,-0.025931733204679785,-0.03340134071699208,jan-A,-0.023101014595724466,0.1257125
2026-01-12,HCLTECH.NS,0.3519,0.1839,0.168,NEUTRAL,9,8,-0.3846,0.7628,-0.3778,0.7125,False,0.2679,,0.0005397525944832449,0.0373226341423567,jan-A,0.0033704712034385645,0.4210625
2026-01-12,SUNPHARMA.NS,0.1761,-0.1408,0.3168,"DIVERGENT (sent=+0.18, news=-0.14)",7,6,-0.7065,0.8106,-0.6074,0.3896,False,0.01765,,-0.02033408190747188,0.004106598884487722,jan-A,-0.01750336329851656,0.1708125
2026-01-12,TITAN.NS,0.4104,-0.0721,0.4824,SPECULATIVE HYPE (Retail Bullish / Fundamental Neutral),14,11,-0.068,0.7758,-0.3481,0.1917,False,0.16915,,-0.00238682706852289,0.037233166238302084,jan-A,0.0004438915404324298,0.3223125
2026-01-12,WIPRO.NS,-0.2619,-0.1408,0.1211,NEUTRAL,6,6,-0.8218,0.6974,-0.5975,0.4594,False,-0.20135000000000003,,-0.011022356101049957,-0.0007595113398205511,jan-A,-0.008191637492094637,-0.04818750000000002
2026-01-12,ULTRACEMCO.NS,-0.4834,-0.3698,0.1136,BEARISH (Confirmed),9,9,-0.8656,0.2134,-0.7372,0.0885,False,-0.4266,,0.012977351628368217,0.0009100686688177095,jan-A,0.015808070237323536,-0.2734375
2026-01-12,NESTLEIND.NS,0.0282,-0.1117,0.1398,NEUTRAL,8,7,-0.7684,0.6522,-0.5209,0.3048,False,-0.041749999999999995,,-0.004038454956428406,-0.0016734552467653208,jan-A,-0.001207736347473086,0.11141250000000001
2026-01-12,ONGC.NS,-0.474,-0.2244,0.2496,OVERREACTION (Fundamental Stable / Retail Panic),10,9,-0.8638,0.1663,-0.5924,0.1755,False,-0.34919999999999995,,0.05311607349501668,-0.009996174416185166,jan-A,0.055946792103972,-0.19603749999999995
2026-01-12,NTPC.NS,-0.0771,0.0368,0.1139,NEUTRAL,7,7,-0.6951,0.7087,-0.4994,0.6266,False,-0.02015,,0.03452366145604824,-0.03750718271349762,jan-A,0.03735438006500356,0.1330125
2026-01-12,POWERGRID.NS,0.125,-0.1083,0.2333,"DIVERGENT (sent=+0.12, news=-0.11)",8,7,-0.7644,0.6857,-0.561,0.312,False,0.008350000000000003,,-0.0007735036708451659,-0.04822383868778879,jan-A,0.0020572149381101537,0.1615125
2026-01-12,M&M.NS,-0.2501,-0.1408,0.1094,NEUTRAL,8,6,-0.8189,0.502,-0.5975,0.4099,False,-0.19545,,-0.008826724606192271,-0.028572948693496913,jan-A,-0.0059960059972369514,-0.042287500000000006
2026-01-12,TATASTEEL.NS,-0.3557,-0.2192,0.1365,NEUTRAL,9,9,-0.8304,0.3194,-0.5715,0.1643,False,-0.28745,,0.03279844938444687,-0.013353418175692244,jan-A,0.03562916799340219,-0.13428749999999998
2026-01-12,JSWSTEEL.NS,-0.2619,-0.1408,0.1211,NEUTRAL,6,6,-0.8218,0.6413,-0.6512,0.403,False,-0.20135000000000003,,-0.0007608881211657037,-0.00269843424935301,jan-A,0.002069830487789616,-0.04818750000000002
2026-01-12,ADANIENT.NS,-0.3566,-0.2492,0.1074,NEUTRAL,9,9,-0.8206,0.4039,-0.5972,0.1744,False,-0.3029,,-0.008427044329263,-0.04733484851423375,jan-A,-0.005596325720307681,-0.1497375
2026-01-12,ADANIPORTS.NS,-0.2619,-0.1408,0.1211,NEUTRAL,6,6,-0.8117,0.6499,-0.6295,0.3566,False,-0.20135000000000003,,-0.00935227941004757,-0.03315470551041122,jan-A,-0.006521560801092251,-0.04818750000000002
2026-01-12,COALINDIA.NS,-0.0042,-0.099,0.0948,NEUTRAL,8,9,-0.5915,0.7744,-0.4446,0.2517,False,-0.0516,,-0.000231245939963598,0.011346335178803901,jan-A,0.0025994726689917216,0.1015625
2026-01-12,BAJAJFINSV.NS,-0.2619,-0.1408,0.1211,NEUTRAL,6,6,-0.8249,0.6915,-0.6044,0.3468,False,-0.20135000000000003,,0.0010005502904459895,-0.019762616576492698,jan-A,0.003831268899401309,-0.04818750000000002
2026-01-12,GRASIM.NS,-0.5298,-0.1318,0.398,OVERREACTION (Fundamental Stable / Retail Panic),7,7,-0.8579,0.3087,-0.5743,0.3816,False,-0.33080000000000004,,-0.003883529601801161,-0.014812718108192513,jan-A,-0.0010528109928458415,-0.17763750000000003
2026-01-12,HINDALCO.NS,0.2061,-0.0936,0.2996,"DIVERGENT (sent=+0.21, news=-0.09)",11,9,-0.4311,0.7109,-0.4615,0.2474,False,0.05625,,0.03825457831649759,-0.012396680950565675,jan-A,0.04108529692545291,0.2094125
2026-01-12,DRREDDY.NS,-0.2619,-0.1408,0.1211,NEUTRAL,6,6,-0.825,0.6499,-0.6074,0.3566,False,-0.20135000000000003,,-0.023858494446729717,-0.027599999999999958,jan-A,-0.021027775837774397,-0.04818750000000002
