window,ret,turnover
apr-A,0.000507629161979283,1.0
apr-B,0.00607949346971942,1.0
feb-A,0.001364757825005637,1.0
feb-B,-0.0009653185736250242,0.9999999999999999
jan-A,0.0032843903544067005,0.9999999999999999
jan-B,0.005299076189807439,1.0000000000000002
jun-A,-0.0020473685472947086,0.9999999999999998
mar-A,0.000661844303787437,1.0
mar-B,-0.002110118571354823,1.0
may-A,-0.0014673598772632108,1.0
may-B,0.0009079662990594532,1.0
