window,ret,turnover
apr-A,0.0006070244846917391,0.9999999999999999
apr-B,0.006452209766387319,1.0
feb-A,0.001371945269360376,0.9999999999999998
feb-B,-0.0009587190827141086,1.0
jan-A,0.0032844005089964555,1.0
jan-B,0.006147376884819681,0.9999999999999998
jun-A,-0.0027341751515692824,1.0
mar-A,0.0005301731287322914,1.0
mar-B,-0.0016642920534962156,1.0
may-A,-0.0014039930982930654,1.0
may-B,0.0011357101282118958,0.9999999999999998
